,,song,singer,urls
1991,16,All the Man That I Need,Whitney Houston,https://www.youtube.com/watch?v=xmIp8j2cjDQ
1991,17,"Right Here, Right Now",Jesus Jones,https://www.youtube.com/watch?v=MznHdJReoeo
1991,18,I Adore Mi Amor,Color Me Badd,https://www.youtube.com/watch?v=92NdfSeOLA0
1991,19,Love Will Never Do (Without You),Janet Jackson,https://www.youtube.com/watch?v=uRVabbvUzpo
1991,20,Good Vibrations,"Marky Mark and the Funky Bunch,Loleatta Holloway,",https://www.youtube.com/watch?v=_kctwd4w7R0
1991,21,Justify My Love,Madonna,https://www.youtube.com/watch?v=Np_Y740aReI
1991,22,Emotions,Mariah Carey,https://www.youtube.com/watch?v=NrJEFrth27Q
1991,23,Joyride,Roxette,https://www.youtube.com/watch?v=xCorJG9mubk
1991,24,Romantic,Karyn White,https://www.youtube.com/watch?v=Mu-ty0dC9k4
1991,25,Hold You Tight,Tara Kemp,https://www.youtube.com/watch?v=BeZ3QV_IJXc
1991,26,I Don't Wanna Cry,Mariah Carey,https://www.youtube.com/watch?v=QfG1qwl-Zho
1991,27,You're in Love,Wilson Phillips,https://www.youtube.com/watch?v=6I-UHKD5dh0
1991,28,Every Heartbeat,Amy Grant,https://www.youtube.com/watch?v=kcYIZ-cduvM
1991,29,Sensitivity,Ralph Tresvant,https://www.youtube.com/watch?v=-sv-obmO0uE
1991,30,Touch Me (All Night Long),Cathy Dennis,https://www.youtube.com/watch?v=5xiwxfxVUZA
1991,31,I've Been Thinking About You,Londonbeat,https://www.youtube.com/watch?v=ixBryyQSrD8
1991,32,Do Anything,Natural Selection,https://www.youtube.com/watch?v=U0v_icbtspE
1991,33,Losing My Religion,R.E.M.,https://www.youtube.com/watch?v=xwtdhWltSIg
1991,34,Coming Out of the Dark,Gloria Estefan,https://www.youtube.com/watch?v=QS7qLDizDYo
1991,35,It Ain't Over 'til It's Over,Lenny Kravitz,https://www.youtube.com/watch?v=TmENMZFUU_0
1991,36,Here We Go,C+C Music Factory,https://www.youtube.com/watch?v=ZEQydmaPjF0
1991,37,Where Does My Heart Beat Now,Celine Dion,https://www.youtube.com/watch?v=Hij_QxDkIJI
1991,38,Summertime,DJ Jazzy Jeff & The Fresh Prince,https://www.youtube.com/watch?v=Kr0tTbTbmVA
1991,39,Wind of Change,Scorpions,https://www.youtube.com/watch?v=n4RjJKxsamQ
1991,40,P.A.S.S.I.O.N.,Rythm Syndicate,https://www.youtube.com/watch?v=IW1pPhaqgZ0
1991,41,The Promise of a New Day,Paula Abdul,https://www.youtube.com/watch?v=NzD6ORX2oU4
1991,42,I'm Your Baby Tonight,Whitney Houston,https://www.youtube.com/watch?v=T8EqaGTNe50
1991,43,Love of a Lifetime,FireHouse,https://www.youtube.com/watch?v=olaoOiEltqU
1991,44,Fading Like a Flower (Every Time You Leave),Roxette,https://www.youtube.com/watch?v=8fGLiIvKKys
1991,45,This House,Tracie Spencer,https://www.youtube.com/watch?v=sIaFmiIyPcg
1991,46,Hole Hearted,Extreme,https://www.youtube.com/watch?v=I-h4A7bF8wQ
1991,47,Power of Love/Love Power,Luther Vandross,https://www.youtube.com/watch?v=LlLsbL2LJKw
1991,48,Impulsive,Wilson Phillips,https://www.youtube.com/watch?v=pcj6ulAY9sk
1991,49,Love Is a Wonderful Thing,Michael Bolton,https://www.youtube.com/watch?v=H_ezMbv2sr4
1991,50,Rhythm of My Heart,Rod Stewart,https://www.youtube.com/watch?v=MmljreTAgYI
1992,1,End of the Road,Boyz II Men,https://www.youtube.com/watch?v=zDKO6XYXioc
1992,2,Baby Got Back,Sir Mix-a-Lot,https://www.youtube.com/watch?v=X53ZSxkQ3Ho
1992,3,Jump,Kris Kross,https://www.youtube.com/watch?v=010KyIQjkTk
1992,4,Save the Best for Last,Vanessa Williams,https://www.youtube.com/watch?v=5EdmHSTwmWY
1992,5,Baby-Baby-Baby,TLC,https://www.youtube.com/watch?v=Q2H6pTtEVlo
1992,6,Tears in Heaven,Eric Clapton,https://www.youtube.com/watch?v=JxPj3GAYYZ0
1992,7,My Lovin' (You're Never Gonna Get It),En Vogue,https://www.youtube.com/watch?v=JIuYQ_4TcXg
1992,8,Under the Bridge,Red Hot Chili Peppers,https://www.youtube.com/watch?v=lwlogyj7nFE
1992,9,All 4 Love,Color Me Badd,https://www.youtube.com/watch?v=gaJtHeLXqJs
1992,10,Just Another Day,Jon Secada,https://www.youtube.com/watch?v=B6LhWbQthAI
1992,11,I Love Your Smile,Shanice,https://www.youtube.com/watch?v=Z9GSMei0NAw
1992,12,To Be with You,Mr. Big,https://www.youtube.com/watch?v=L6-uJLteKek
1992,13,I'm Too Sexy,Right Said Fred,https://www.youtube.com/watch?v=sQNDXjdsQHo
1992,14,Black or White,Michael Jackson,https://www.youtube.com/watch?v=F2AitTPI5U0
1992,15,Achy Breaky Heart,Billy Ray Cyrus,https://www.youtube.com/watch?v=byQIPdHMpjc
1992,16,I'll Be There,Mariah Carey,https://www.youtube.com/watch?v=UIt3dx4an9c
1992,17,November Rain,Guns N' Roses,https://www.youtube.com/watch?v=8SbUC-UaAxE
1992,18,Life Is a Highway,Tom Cochrane,https://www.youtube.com/watch?v=U3sMjm9Eloo
1992,19,Remember the Time,Michael Jackson,https://www.youtube.com/watch?v=LeiFF0gvqcc
1992,20,Finally,CeCe Peniston,https://www.youtube.com/watch?v=xk8mm1Qmt-Y
1992,21,This Used to Be My Playground,Madonna,https://www.youtube.com/watch?v=RhXDO2a3-sE
1992,22,Sometimes Love Just Ain't Enough,"Patty Smyth,Don Henley,",https://www.youtube.com/watch?v=qdzbjUWu2VU
1992,23,Can't Let Go,Mariah Carey,https://www.youtube.com/watch?v=yU1knfz15xI
1992,24,Jump Around,House of Pain,https://www.youtube.com/watch?v=XhzpxjuwZy0
1992,25,Diamonds and Pearls,"Prince,The New Power Generation,",https://www.youtube.com/watch?v=hwUKR_9Xdns
1992,26,Don't Let the Sun Go Down on Me,"George Michael,Elton John,",https://www.youtube.com/watch?v=RsKqMNDoR4o
1992,27,Masterpiece,Atlantic Starr,https://www.youtube.com/watch?v=lgpkzLg5gKA
1992,28,If You Asked Me To,Celine Dion,https://www.youtube.com/watch?v=1bKuXbnGDqI
1992,29,Giving Him Something He Can Feel,En Vogue,https://www.youtube.com/watch?v=MoaceIZxaao
1992,30,Live and Learn,Joe Public,https://www.youtube.com/watch?v=TbMKTZbUxzI
1992,31,Come and Talk to Me,Jodeci,https://www.youtube.com/watch?v=jgNdPbHfdKc
1992,32,Smells Like Teen Spirit,Nirvana,https://www.youtube.com/watch?v=R3XIGon2RjY
1992,33,Humpin' Around,Bobby Brown,https://www.youtube.com/watch?v=XtE1TmikgIQ
1992,34,Damn I Wish I Was Your Lover,Sophie B. Hawkins,https://www.youtube.com/watch?v=Lt6r-k9Bk6o
1992,35,Tell Me What You Want Me to Do,Tevin Campbell,https://www.youtube.com/watch?v=TmW7Qlrv6kk
1992,36,Ain't 2 Proud 2 Beg,TLC,https://www.youtube.com/watch?v=XmH4_pr6mH0
1992,37,It's So Hard to Say Goodbye to Yesterday,Boyz II Men,https://www.youtube.com/watch?v=fkVBWfSS9bI
1992,38,Move This,"Technotronic,Ya Kid K,",https://www.youtube.com/watch?v=2NbpHP0dDA0
1992,39,Bohemian Rhapsody,Queen,https://www.youtube.com/watch?v=NNaLax4T-oM
1992,40,Tennessee,Arrested Development,https://www.youtube.com/watch?v=6VCdJyOAQYM
1992,41,The Best Things in Life Are Free,"Luther Vandross,Janet Jackson,",https://www.youtube.com/watch?v=XOTuiAe2GEk
1992,42,Make It Happen,Mariah Carey,https://www.youtube.com/watch?v=-Q6xx0JfMBI
1992,43,The One,Elton John,https://www.youtube.com/watch?v=85B_REWeNcM
1992,44,Set Adrift on Memory Bliss,P.M. Dawn,https://www.youtube.com/watch?v=M5VoTLTdr2A
1992,45,Stay,Shakespears Sister,https://www.youtube.com/watch?v=JJ4uxgsP0QU
1992,46,2 Legit 2 Quit,Hammer,https://www.youtube.com/watch?v=HFCv86Olk8E
1992,47,Please Don't Go,KWS,https://www.youtube.com/watch?v=60fqp2rLUR4
1992,48,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,https://www.youtube.com/watch?v=OgCv-qrlRrI
1992,49,Wishing on a Star,The Cover Girls,https://www.youtube.com/watch?v=n8b_l4fjDI4
1992,50,She's Playing Hard to Get,Hi-Five,https://www.youtube.com/watch?v=LKLnifIvnDQ
1993,1,I Will Always Love You,Whitney Houston,https://www.youtube.com/watch?v=jyIA7rAwRcY
1993,2,Whoomp! (There It Is),Tag Team,https://www.youtube.com/watch?v=fdKsgBNEHUU
1993,3,Can't Help Falling in Love,UB40,https://www.youtube.com/watch?v=Ajp0Uaw4rqo
1993,4,That's the Way Love Goes,Janet Jackson,https://www.youtube.com/watch?v=2b_KfAGiglc
1993,5,Freak Me,Silk,https://www.youtube.com/watch?v=Ry6XUsow4Vg
1993,6,Weak,SWV,https://www.youtube.com/watch?v=2__x-bVI4uM
1993,7,If I Ever Fall in Love,Shai,https://www.youtube.com/watch?v=caNRc1ER8p4
1993,8,Dreamlover,Mariah Carey,https://www.youtube.com/watch?v=CqBtS6BIP1E
1993,9,Rump Shaker,Wreckx-n-Effect,https://www.youtube.com/watch?v=xdCp_j8Wyuw
1993,10,Informer,Snow,https://www.youtube.com/watch?v=TSffz_bl6zo
1993,11,Nuthin' but a 'G' Thang,Dr. Dre,https://www.youtube.com/watch?v=8GliyDgAGQI
1993,12,In the Still of the Nite,Boyz II Men,https://www.youtube.com/watch?v=yEMfeo3R2QI
1993,13,Don't Walk Away,Jade,https://www.youtube.com/watch?v=wZ9HG0nGe-g
1993,14,Knockin' da Boots,H-Town,https://www.youtube.com/watch?v=dhK0hxQgf74
1993,15,Lately,Jodeci,https://www.youtube.com/watch?v=FtMFUCJ47TQ
1993,16,Dazzey Duks,Duice,https://www.youtube.com/watch?v=9zKx6xpS_gk
1993,17,Show Me Love,Robin S.,https://www.youtube.com/watch?v=Ps2Jc28tQrw
1993,18,A Whole New World,"Peabo Bryson,Regina Belle,",https://www.youtube.com/watch?v=GyJI8kr0Qo8
1993,19,If,Janet Jackson,https://www.youtube.com/watch?v=BTSd4vqnMwo
1993,20,I'm So Into You,SWV,https://www.youtube.com/watch?v=FL-pm-xRb40
1993,21,Love Is,"Vanessa Williams,Brian McKnight,",https://www.youtube.com/watch?v=Pz9gpxsgaj0
1993,22,Runaway Train,Soul Asylum,https://www.youtube.com/watch?v=NRtvqT_wMeY
1993,23,I'll Never Get Over You (Getting Over Me),Exposé,https://www.youtube.com/watch?v=wNvDdAVtwC4
1993,24,Ditty,Paperboy,https://www.youtube.com/watch?v=ROVkXEBeQWE
1993,25,Rhythm Is a Dancer,Snap!,https://www.youtube.com/watch?v=vHUwgjGyv_8
1993,26,The River of Dreams,Billy Joel,https://www.youtube.com/watch?v=hSq4B_zHqPM
1993,27,I'm Gonna Be (500 Miles),The Proclaimers,https://www.youtube.com/watch?v=tbNlMtqrYS0
1993,28,Two Princes,Spin Doctors,https://www.youtube.com/watch?v=wsdy_rct6uo
1993,29,Right Here (Human Nature),SWV,https://www.youtube.com/watch?v=vHwXoY0LiQk
1993,30,I Have Nothing,Whitney Houston,https://www.youtube.com/watch?v=ipQ0fE0MRWQ
1993,31,Mr. Wendal,Arrested Development,https://www.youtube.com/watch?v=GfxvsHpTZWk
1993,32,Have I Told You Lately,Rod Stewart,https://www.youtube.com/watch?v=doCIvWFEgN4
1993,33,Saving Forever for You,Shanice,https://www.youtube.com/watch?v=P0SZ16dPblg
1993,34,Ordinary World,Duran Duran,https://www.youtube.com/watch?v=FqIACCH20JU
1993,35,If I Had No Loot,Tony! Toni! Toné!,https://www.youtube.com/watch?v=ptKc2yGLlHY
1993,36,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,https://www.youtube.com/watch?v=9X_ViIPA-Gc
1993,37,Slam,Onyx,https://www.youtube.com/watch?v=7ADgCeYJMN4
1993,38,Looking Through Patient Eyes,P.M. Dawn,https://www.youtube.com/watch?v=k_0LHKxTy9g
1993,39,I'm Every Woman,Whitney Houston,https://www.youtube.com/watch?v=H7_sqdkaAfo
1993,40,Shai,,https://www.youtube.com/watch?v=DSrbsLDsLfQ
1993,41,Come Undone,Duran Duran,https://www.youtube.com/watch?v=Epj84QVw2rc
1993,42,I Don't Wanna Fight,Tina Turner,https://www.youtube.com/watch?v=YvtlarpwTUA
1993,43,I'd Die Without You,P.M. Dawn,https://www.youtube.com/watch?v=C_qWlPCEnGM
1993,44,"Whoot, There It Is",95 South,https://www.youtube.com/watch?v=aBwvFBxf_Eg
1993,45,Hip Hop Hooray,Naughty by Nature,https://www.youtube.com/watch?v=Rz1Xn1vzOM4
1993,46,Another Sad Love Song,Toni Braxton,https://www.youtube.com/watch?v=2yQ0Fll_9pM
1993,47,Will You Be There,Michael Jackson,https://www.youtube.com/watch?v=jQY_QL_wvQU
1993,48,Comforter,Shai,https://www.youtube.com/watch?v=DSrbsLDsLfQ
1993,49,Bobby Brown,,https://www.youtube.com/watch?v=RwlUGGnrn28
1993,50,What's Up?,4 Non Blondes,https://www.youtube.com/watch?v=6NXnxTNIWkc
1994,1,The Sign,Ace of Base,https://www.youtube.com/watch?v=iqu132vTl5Y
1994,2,I Swear,All-4-One,https://www.youtube.com/watch?v=25rL-ooWICU
1994,3,I'll Make Love to You,Boyz II Men,https://www.youtube.com/watch?v=fV8vB1BB2qc
1994,4,The Power of Love,Celine Dion,https://www.youtube.com/watch?v=UFzw76IPG8U
1994,5,Hero,Mariah Carey,https://www.youtube.com/watch?v=0IA3ZvCkRkQ
1994,6,Stay (I Missed You),Lisa Loeb and Nine Stories,https://www.youtube.com/watch?v=i9HGwRbMiVY
1994,7,Breathe Again,Toni Braxton,https://www.youtube.com/watch?v=pRFEz2MjZgg
1994,8,All for Love,"Bryan Adams,Rod Stewart,Sting,",https://www.youtube.com/watch?v=ofA3URC1wyk
1994,9,All That She Wants,,https://www.youtube.com/watch?v=d73tiBBzvFM
1994,10,Don't Turn Around,,https://www.youtube.com/watch?v=B_gs4gCyGKs
1994,11,Bump n' Grind,R. Kelly,https://www.youtube.com/watch?v=PK-sHqa-sMk
1994,12,Again,Janet Jackson,https://www.youtube.com/watch?v=Q-o-Lxk6bBM
1994,13,I'll Remember,Madonna,https://www.youtube.com/watch?v=R0cfZczo4yk
1994,14,Whatta Man,"Salt-n-Pepa,En Vogue,",https://www.youtube.com/watch?v=e5XKOlOC57o
1994,15,Wild Night,"John Mellencamp,Meshell Ndegeocello,",https://www.youtube.com/watch?v=1nPPRQeTxTY
1994,16,Without You,Never Forget You,https://www.youtube.com/watch?v=Hat1Hc9SNwE
1994,17,You Mean the World to Me,,https://www.youtube.com/watch?v=JB5FxcI7Pyw
1994,18,Can You Feel the Love Tonight,Elton John,https://www.youtube.com/watch?v=25QyCxVkXwQ
1994,19,The Most Beautiful Girl in the World,Prince,https://www.youtube.com/watch?v=RsmoE75DuiM
1994,20,Fantastic Voyage,Coolio,https://www.youtube.com/watch?v=ibcDHmTCt-I
1994,21,"Baby, I Love Your Way",Big Mountain,https://www.youtube.com/watch?v=5dB4TThG9zw
1994,22,Regulate,"Warren G,Nate Dogg,",https://www.youtube.com/watch?v=1plPyJdXKIY
1994,23,If You Go,Jon Secada,https://www.youtube.com/watch?v=RRzGr6m2Gh0
1994,24,Back & Forth,Aaliyah,https://www.youtube.com/watch?v=a02dBbBGSPg
1994,25,Now and Forever,Richard Marx,https://www.youtube.com/watch?v=OeDiK2uy3DU
1994,26,When Can I See You,Babyface,https://www.youtube.com/watch?v=Ee9SCW91urE
1994,27,Please Forgive Me,,https://www.youtube.com/watch?v=7x8wPt8xarE
1994,28,So Much in Love,,https://www.youtube.com/watch?v=yML4pkBj93Q
1994,29,Shoop,Salt-n-Pepa,https://www.youtube.com/watch?v=aIyrR09bTFg
1994,30,"Any Time, Any Place",And On and On,https://www.youtube.com/watch?v=3HO9H1VMMOk
1994,31,Shine,Collective Soul,https://www.youtube.com/watch?v=IIw3BtSPHtI
1994,32,Said I Loved You...But I Lied,Michael Bolton,https://www.youtube.com/watch?v=bv5vMJKBAbo
1994,33,Return to Innocence,Enigma,https://www.youtube.com/watch?v=Rk_sAHh9s08
1994,34,All I Wanna Do,Sheryl Crow,https://www.youtube.com/watch?v=ClbmWkbocoY
1994,35,Mmm Mmm Mmm Mmm,Crash Test Dummies,https://www.youtube.com/watch?v=eTeg1txDv8w
1994,36,Can We Talk,Tevin Campbell,https://www.youtube.com/watch?v=3SoYkCAzMBk
1994,37,Funkdafied,Da Brat,https://www.youtube.com/watch?v=zfpR9jKy0IQ
1994,38,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,https://www.youtube.com/watch?v=9X_ViIPA-Gc
1994,39,Gangsta Lean,DRS,https://www.youtube.com/watch?v=DWJFEg_0Oak
1994,40,Because the Night,"10,000 Maniacs",https://www.youtube.com/watch?v=c_BcivBprM0
1994,41,Cantaloop (Flip Fantasia),Us3,https://www.youtube.com/watch?v=JwBjhBL9G6U
1994,42,Whoomp! (There It Is),Tag Team,https://www.youtube.com/watch?v=G8RsYKX-UgQ
1994,43,Come to My Window,Melissa Etheridge,https://www.youtube.com/watch?v=FaY5-LGYJKc
1994,44,Stroke You Up,Changing Faces,https://www.youtube.com/watch?v=n6GU6HN-M6k
1994,45,I'm Ready,,https://www.youtube.com/watch?v=wrXYlObVQ6g
1994,46,100% Pure Love,Crystal Waters,https://www.youtube.com/watch?v=zQX2q6WCrbE
1994,47,Anytime You Need a Friend,,https://www.youtube.com/watch?v=Li6vpAMmfw0
1994,48,Because of Love,,https://www.youtube.com/watch?v=WbRiQxWlYgs
1994,49,Linger,The Cranberries,https://www.youtube.com/watch?v=G6Kspj3OO0s
1994,50,Loser,Beck,https://www.youtube.com/watch?v=YgSPaXgAdzE
1995,1,Gangsta's Paradise,"Coolio,L.V.,",https://www.youtube.com/watch?v=fPO76Jlnz6c
1995,2,Waterfalls,TLC,https://www.youtube.com/watch?v=8WEtxJ4-sh4
1995,3,Creep,,https://www.youtube.com/watch?v=LlZydtG3xqI
1995,4,Kiss from a Rose,Seal,https://www.youtube.com/watch?v=AMD2TwRvuoU
1995,5,On Bended Knee,Boyz II Men,https://www.youtube.com/watch?v=jSUSFow70no
1995,6,Another Night,Real McCoy,https://www.youtube.com/watch?v=0dzKa-btcz4
1995,7,Fantasy,Mariah Carey,https://www.youtube.com/watch?v=qq09UkPRdFY
1995,8,Take a Bow,Madonna,https://www.youtube.com/watch?v=XDeiovnCv1o
1995,9,Don't Take It Personal (Just One of Dem Days),Monica,https://www.youtube.com/watch?v=asXau88O5Is
1995,10,This Is How We Do It,Montell Jordan,https://www.youtube.com/watch?v=0hiUuL5uTKc
1995,11,I Know,Dionne Farris,https://www.youtube.com/watch?v=fqng9NDqKB8
1995,12,Water Runs Dry,,https://www.youtube.com/watch?v=9N9opF-PK5k
1995,13,Freak Like Me,Adina Howard,https://www.youtube.com/watch?v=fdyUqqRfUMk
1995,14,Run-Around,Blues Traveler,https://www.youtube.com/watch?v=Eti4Xlc61qQ
1995,15,I Can Love You Like That,All-4-One,https://www.youtube.com/watch?v=FEHQnTXC3SI
1995,16,Have You Ever Really Loved a Woman?,Bryan Adams,https://www.youtube.com/watch?v=diKIYv8tMC8
1995,17,Always,Bon Jovi,https://www.youtube.com/watch?v=-XXM1B3Nitw
1995,18,Boombastic,"In the Summertime,Shaggy,",https://www.youtube.com/watch?v=6W5pq4bIzIw
1995,19,Total Eclipse of the Heart,Nicki French,https://www.youtube.com/watch?v=ZC8F34p3_vo
1995,20,You Gotta Be,Des'ree,https://www.youtube.com/watch?v=pO40TcKa_5U
1995,21,You Are Not Alone,Michael Jackson,https://www.youtube.com/watch?v=pAyKJAtDNCw
1995,22,Hold My Hand,Hootie & the Blowfish,https://www.youtube.com/watch?v=xoW3bqnr7tw
1995,23,One More Chance/Stay with Me,The Notorious B.I.G.,https://www.youtube.com/watch?v=542Am04RsDs
1995,24,Here Comes the Hotstepper,Ini Kamoze,https://www.youtube.com/watch?v=w0N4twV28Mw
1995,25,Candy Rain,Soul for Real,https://www.youtube.com/watch?v=Cx0xzO73Amo
1995,26,Let Her Cry,,https://www.youtube.com/watch?v=1aVHLL5egRY
1995,27,I Believe,Blessid Union of Souls,https://www.youtube.com/watch?v=4NyFPb3eIv8
1995,28,Red Light Special,,https://www.youtube.com/watch?v=dP2t9LBeAwo
1995,29,Runaway,Janet Jackson,https://www.youtube.com/watch?v=0fMUYU8DC1U
1995,30,Strong Enough,Sheryl Crow,https://www.youtube.com/watch?v=3s1bZLh4mJA
1995,31,Colors of the Wind,Vanessa Williams,https://www.youtube.com/watch?v=O9MvdMqKvpU
1995,32,Someone to Love,"Jon B.,Babyface,",https://www.youtube.com/watch?v=3geit04i9DY
1995,33,Only Wanna Be with You,,https://www.youtube.com/watch?v=SnLl1OOwIh0
1995,34,If You Love Me,Brownstone,https://www.youtube.com/watch?v=5UtwGz50dWk
1995,35,In the House of Stone and Light,Martin Page,https://www.youtube.com/watch?v=eIa9UEXd98Q
1995,36,I Got 5 on It,Luniz,https://www.youtube.com/watch?v=HSC9cgvtkRs
1995,37,Baby,Brandy,https://www.youtube.com/watch?v=98-aEYjbE-Q
1995,38,Run Away,,https://www.youtube.com/watch?v=_dx0qWHL7dc
1995,39,As I Lay Me Down,Sophie B. Hawkins,https://www.youtube.com/watch?v=gq-4vIIJO30
1995,40,He's Mine,MoKenStef,https://www.youtube.com/watch?v=D1uayIkqhj4
1995,41,December,Collective Soul,https://www.youtube.com/watch?v=6exsatE-DUk
1995,42,I'll Be There for You/You're All I Need to Get By,"Method Man,Mary J. Blige,",https://www.youtube.com/watch?v=abJeoBXixsk
1995,43,Shy Guy,Diana King,https://www.youtube.com/watch?v=szjaHbjhauk
1995,44,I'm the Only One,Melissa Etheridge,https://www.youtube.com/watch?v=oCphbDRkZSo
1995,45,Every Little Thing I Do,Soul for Real,https://www.youtube.com/watch?v=6ihhJCPYHuk
1995,46,Before I Let You Go,Blackstreet,https://www.youtube.com/watch?v=zw1EQKmko6M
1995,47,Big Poppa,,https://www.youtube.com/watch?v=phaJXp_zMYM
1995,48,Sukiyaki,4 P.M.,https://www.youtube.com/watch?v=pSYS7cPc3nE
1995,49,I Wanna Be Down,,https://www.youtube.com/watch?v=PzpLkcfBe-A
1995,50,I'll Make Love to You,,https://www.youtube.com/watch?v=fV8vB1BB2qc
1996,1,Macarena,Los del Río,https://www.youtube.com/watch?v=JjDXzzx46KY
1996,2,One Sweet Day,"Mariah Carey,Boyz II Men,",https://www.youtube.com/watch?v=UXxRyNvTPr8
1996,3,Because You Loved Me,Celine Dion,https://www.youtube.com/watch?v=fpl4if07ics
1996,4,Nobody Knows,The Tony Rich Project,https://www.youtube.com/watch?v=W7EyUY3-Wrg
1996,5,Always Be My Baby,Mariah Carey,https://www.youtube.com/watch?v=LfRNRymrv9k
1996,6,Give Me One Reason,Tracy Chapman,https://www.youtube.com/watch?v=V6hQ9HSKlIE
1996,7,Tha Crossroads,Bone Thugs-n-Harmony,https://www.youtube.com/watch?v=VMYAEHE2GrM
1996,8,I Love You Always Forever,Donna Lewis,https://www.youtube.com/watch?v=SqdWTeXWvOg
1996,9,You're Makin' Me High,"Let It Flow,Toni Braxton,",https://www.youtube.com/watch?v=wIgOL21S98o
1996,10,Twisted,Keith Sweat,https://www.youtube.com/watch?v=CIGmG-RoX0Q
1996,11,C'mon N' Ride It (The Train),Quad City DJ's,https://www.youtube.com/watch?v=D53M1vVF2N4
1996,12,Missing,Everything but the Girl,https://www.youtube.com/watch?v=U56Ns66Qrb8
1996,13,Ironic,Alanis Morissette,https://www.youtube.com/watch?v=Jne9t8sHpUc
1996,14,Exhale (Shoop Shoop),Whitney Houston,https://www.youtube.com/watch?v=wrTuV4Szxzo
1996,15,Follow You Down,"Til I Hear It from You,Gin Blossoms,",https://www.youtube.com/watch?v=5LuH0ywYVQc
1996,16,Sittin' Up in My Room,Brandy,https://www.youtube.com/watch?v=yge2PqEZZJo
1996,17,How Do U Want It,"California Love,2Pac,K-Ci and JoJo,Dr. Dre,Roger Troutman,",https://www.youtube.com/watch?v=jB4t4-4xHPA
1996,18,It's All Coming Back to Me Now,Celine Dion,https://www.youtube.com/watch?v=j8fHNdrZTSI
1996,19,Change the World,Eric Clapton,https://www.youtube.com/watch?v=nndb5z7ZAn4
1996,20,Hey Lover,LL Cool J,https://www.youtube.com/watch?v=Um99r6sgspY
1996,21,Loungin,LL Cool J,https://www.youtube.com/watch?v=QwqBr8HXhyw
