year,rank,song,singer,url,found,bpm,key,spotifyTitle,spotifyArtist
1984,18,Jump (For My Love),The Pointer Sisters,https://www.youtube.com/watch?v=uyTVyCp7xrw,1,134.533,Bb Minor,Jump (For My Love),The Pointer Sisters
1985,18,St. Elmo's Fire (Man in Motion),John Parr,https://www.youtube.com/watch?v=dx7vNdAb5e4,0,,,,
1986,18,Never,Heart,https://www.youtube.com/watch?v=zWzy5q_M5Ho,1,96.239,Bb Minor,Never,Heart
1987,18,I Think We're Alone Now,Tiffany,https://www.youtube.com/watch?v=w6Q3mHyzn78,1,130.519,G Major,I Think We're Alone Now,Tiffany
1988,18,"Wild, Wild West",The Escape Club,https://www.youtube.com/watch?v=6vE5ewvxdfo,0,,,,
1989,18,She Drives Me Crazy,Fine Young Cannibals,https://www.youtube.com/watch?v=UtvmTu4zAMg,1,108.804,D Major,She Drives Me Crazy,Fine Young Cannibals
1990,18,Black Velvet,Alannah Myles,https://www.youtube.com/watch?v=tkXNEmtf9tk,1,91.138,Ab Major,Black Velvet,Alannah Myles
1991,18,I Adore Mi Amor,Color Me Badd,https://www.youtube.com/watch?v=92NdfSeOLA0,1,91.99,Eb Minor,I Adore Mi Amor,Color Me Badd
1992,18,Life Is a Highway,Tom Cochrane,https://www.youtube.com/watch?v=U3sMjm9Eloo,1,103.051,F Major,Life Is A Highway,Tom Cochrane
1993,18,A Whole New World,"Peabo Bryson,Regina Belle,",https://www.youtube.com/watch?v=GyJI8kr0Qo8,1,107.894,D Major,A Whole New World (Aladdin's Theme),"Peabo Bryson, Regina Belle"
1994,18,Can You Feel the Love Tonight,Elton John,https://www.youtube.com/watch?v=25QyCxVkXwQ,1,127.084,Bb Major,Can You Feel The Love Tonight - Remastered,Elton John
1995,18,Boombastic,"In the Summertime,Shaggy,",https://www.youtube.com/watch?v=6W5pq4bIzIw,0,,,,
1996,18,It's All Coming Back to Me Now,Celine Dion,https://www.youtube.com/watch?v=j8fHNdrZTSI,0,,,,
1997,18,Barely Breathing,Duncan Sheik,https://www.youtube.com/watch?v=A-oh-tP6RvA,1,187.918,C Major,Barely Breathing,Duncan Sheik
1998,18,The First Night,Monica,https://www.youtube.com/watch?v=6ukpv2oN51o,1,152.088,Db Minor,The First Night,Monica
1999,18,Angel,Sarah McLachlan,https://www.youtube.com/watch?v=PVp4kXAVW7k,1,117.131,Db Major,Angel,Sarah McLachlan
2000,18,Doesn't Really Matter,Janet Jackson,https://www.youtube.com/watch?v=ZGo4WebNIjM,0,,,,
2001,18,Ride wit Me,"Nelly,City Spud,",https://www.youtube.com/watch?v=RtSDWq6HsJE,0,,,,
2002,18,I Need a Girl (Part Two),"P. Diddy,Ginuwine,Loon,Mario Winans,",https://www.youtube.com/watch?v=zGUttrXgzLI,0,,,,
2003,18,I'm with You,Avril Lavigne,https://www.youtube.com/watch?v=dGR65RWwzg8,1,151.95,A Major,I'm with You,Avril Lavigne
2004,18,Naughty Girl,Beyoncé,https://www.youtube.com/watch?v=RZuJ_OHBN78,1,99.976,Gb Minor,Naughty Girl,Beyoncé
2005,18,Pon de Replay,Rihanna,https://www.youtube.com/watch?v=oEauWw9ZGrA,0,,,,
2006,18,It's Goin' Down,"Yung Joc,Nitti,",https://www.youtube.com/watch?v=rFz59Jmgewk,1,84.003,Db Minor,It's Goin' Down (feat. Nitti),"Yung Joc, NITTI"
2007,18,The Way I Are,"Timbaland,Keri Hilson,",https://www.youtube.com/watch?v=U5rLz5AZBIA,0,,,,
2008,18,Pocketful of Sunshine,Natasha Bedingfield,https://www.youtube.com/watch?v=gte3BoXKwP0,0,,,,
2009,18,Live Your Life,"T.I.,Rihanna,",https://www.youtube.com/watch?v=koVHN6eO4Xg,1,159.841,B Minor,Live Your Life,"T.I., Rihanna"
2010,18,Just the Way You Are,Bruno Mars,https://www.youtube.com/watch?v=LjhCEhWiKXk,1,109.021,F Major,Just the Way You Are,Bruno Mars
2011,18,Born This Way,Lady Gaga,https://www.youtube.com/watch?v=wV1FrqwZyKw,1,123.907,B Major,Born This Way,Lady Gaga
2012,18,One More Night,Maroon 5,https://www.youtube.com/watch?v=fwK7ggA3-bU,0,,,,
2013,18,Wrecking Ball,Miley Cyrus,https://www.youtube.com/watch?v=My2FRPA3Gf8,1,119.964,F Major,Wrecking Ball,Miley Cyrus
2014,18,Team,Lorde,https://www.youtube.com/watch?v=9W3sWiZ-iO8,1,99.984,Gb Major,Team,Lorde
2015,18,Shake It Off,Taylor Swift,https://www.youtube.com/watch?v=nfWlot6h_JM,0,,,,
2016,18,Cake by the Ocean,DNCE,https://www.youtube.com/watch?v=vWaRiD5ym74,1,119.002,E Minor,Cake By The Ocean,DNCE
2017,18,Wild Thoughts,"DJ Khaled,Rihanna,Bryson Tiller,",https://www.youtube.com/watch?v=fyaI4-5849w,1,97.979,C Minor,Wild Thoughts (feat. Rihanna & Bryson Tiller),"DJ Khaled, Rihanna, Bryson Tiller"
2018,18,Never Be the Same,Camila Cabello,https://www.youtube.com/watch?v=Ph54wQG8ynk,1,129.923,C Major,Never Be the Same,Camila Cabello
2019,18,Going Bad,"Meek Mill,Drake,",https://www.youtube.com/watch?v=S1gp0m4B5p8,1,86.003,E Minor,Going Bad (feat. Drake),"Meek Mill, Drake"
2020,18,Everything I Wanted,Billie Eilish,https://www.youtube.com/watch?v=EgBJmlPo8Xw,1,120.006,Gb Minor,everything i wanted,Billie Eilish
2021,18,Forever After All,Luke Combs,https://www.youtube.com/watch?v=TDpOcp98b5k,1,151.964,C Major,Forever After All,Luke Combs
2022,18,Need to Know,Doja Cat,https://www.youtube.com/watch?v=dI3xkL7qUAc,0,,,,
1973,19,You Are the Sunshine of My Life,Stevie Wonder,https://www.youtube.com/watch?v=F8PGHi4TJQM,1,132.082,B Major,You Are The Sunshine Of My Life,Stevie Wonder
1974,19,Sideshow,Blue Magic,https://www.youtube.com/watch?v=_Rs3vqF3nPo,0,,,,
1975,19,He Don't Love You (Like I Love You),Tony Orlando and Dawn,https://www.youtube.com/watch?v=Iak3KnPVZ94,0,,,,
1976,19,Misty Blue,Dorothy Moore,https://www.youtube.com/watch?v=RMONGMDEerI,1,173.365,Eb Major,Misty Blue,Dorothy Moore
1977,19,Hotel California,Eagles,https://www.youtube.com/watch?v=09839DpTctU,1,147.125,D Major,Hotel California - 2013 Remaster,Eagles
1978,19,If I Can't Have You,Yvonne Elliman,https://www.youtube.com/watch?v=yf1QLjXmoHk,1,109.266,Ab Minor,If I Can't Have You,Yvonne Elliman
1979,19,What a Fool Believes,The Doobie Brothers,https://www.youtube.com/watch?v=qKYQNtF11eg,0,,,,
1980,19,Please Don't Go,KC and the Sunshine Band,https://www.youtube.com/watch?v=ikJony6h_tQ,0,,,,
1981,19,Slow Hand,The Pointer Sisters,https://www.youtube.com/watch?v=dbk29JZdl5A,1,110.77,Gb Major,Slow Hand,The Pointer Sisters
1982,19,Waiting for a Girl Like You,Foreigner,https://www.youtube.com/watch?v=5jhocSCSZzk,0,,,,
1983,19,Twilight Zone,Golden Earring,https://www.youtube.com/watch?v=a1sf2CzEq0w,0,,,,
1984,19,Talking in Your Sleep,The Romantics,https://www.youtube.com/watch?v=Axdv9AyR6vk,1,129.778,A Minor,Talking In Your Sleep (2023 Remaster),The Romantics
1985,19,The Heat Is On,Glenn Frey,https://www.youtube.com/watch?v=uZD8HKVKneI,0,,,,
1986,19,Kiss,"Prince,The Revolution,",https://www.youtube.com/watch?v=H9tEvfIsDyo,0,,,,
1987,19,Mony Mony,Billy Idol,https://www.youtube.com/watch?v=sYYAv-QW38Q,1,135.012,Bb Minor,Mony Mony - Downtown Mix / Remastered 2001,Billy Idol
1988,19,Pour Some Sugar on Me,Def Leppard,https://www.youtube.com/watch?v=0UIB9Y4OFPs,1,84.989,Db Minor,Pour Some Sugar On Me - Remastered 2017,Def Leppard
1989,19,On Our Own,Bobby Brown,https://www.youtube.com/watch?v=e2sLeruRZio,0,,,,
1990,19,Release Me,Wilson Phillips,https://www.youtube.com/watch?v=gcNyk54b3ZU,1,97.254,C Major,Release Me,Wilson Phillips
1991,19,Love Will Never Do (Without You),Janet Jackson,https://www.youtube.com/watch?v=uRVabbvUzpo,0,,,,
1992,19,Remember the Time,Michael Jackson,https://www.youtube.com/watch?v=LeiFF0gvqcc,0,,,,
1993,19,If,Janet Jackson,https://www.youtube.com/watch?v=BTSd4vqnMwo,1,105.575,B Minor,If,Janet Jackson
1994,19,The Most Beautiful Girl in the World,Prince,https://www.youtube.com/watch?v=RsmoE75DuiM,0,,,,
1995,19,Total Eclipse of the Heart,Nicki French,https://www.youtube.com/watch?v=ZC8F34p3_vo,1,135.973,C Major,Total Eclipse of the Heart - Alternative 7 Inch,Nicki French
1996,19,Change the World,Eric Clapton,https://www.youtube.com/watch?v=nndb5z7ZAn4,1,96.895,A Major,Change the World,Eric Clapton
1997,19,Hard to Say I'm Sorry,"Az Yet,Peter Cetera,",https://www.youtube.com/watch?v=qpzPrSRQwTw,0,,,,
1998,19,Been Around the World,"Puff Daddy,The Notorious B.I.G.,Mase,",https://www.youtube.com/watch?v=fI03tzsrxWY,0,,,,
1999,19,Smooth,"Santana,Rob Thomas,",https://www.youtube.com/watch?v=6Whgn_iE5uc,0,,,,
2000,19,What a Girl Wants,Christina Aguilera,https://www.youtube.com/watch?v=hpspGHeLOPE,0,,,,
2001,19,Follow Me,Uncle Kracker,https://www.youtube.com/watch?v=0Gjx-ZQuQ_Y,1,105.014,F Major,Follow Me,Uncle Kracker
2002,19,Gangsta Lovin',"Eve,Alicia Keys,",https://www.youtube.com/watch?v=aNI8XFEAyI0,1,94.332,Db Minor,Gangsta Lovin',"Eve, Alicia Keys"
2003,19,Drift Away,"Uncle Kracker,Dobie Gray,",https://www.youtube.com/watch?v=A69BertdSt4,0,,,,
2004,19,My Immortal,Evanescence,https://www.youtube.com/watch?v=5anLPw0Efmo,0,,,,
2005,19,How We Do,"The Game,50 Cent,",https://www.youtube.com/watch?v=PH34kMOjmQk,0,,,,
2006,19,SOS,Rihanna,https://www.youtube.com/watch?v=IXmF4GbA86E,0,,,,
2007,19,Fergalicious,"Fergie,will.i.am,",https://www.youtube.com/watch?v=5T0utQ-XWGY,1,129.056,Ab Minor,Fergalicious,"Fergie, will.i.am"
2008,19,Kiss Kiss,"Chris Brown,T-Pain,",https://www.youtube.com/watch?v=eNII9PDlFJ0,0,,,,
2009,19,Kiss Me thru the Phone,"Soulja Boy Tell 'Em,Sammie,",https://www.youtube.com/watch?v=47Fbo4kU2AU,1,149.94,G Major,Kiss Me Thru The Phone,"Soulja Boy Tell'em, Sammie"
2010,19,Cooler Than Me,Mike Posner,https://www.youtube.com/watch?v=mqWq_48LxWQ,0,,,,
2011,19,F**kin' Perfect,Pink,https://www.youtube.com/watch?v=ocDlOD1Hw9k,0,,,,
2012,19,Drive By,Train,https://www.youtube.com/watch?v=oxqnFJ3lp5k,1,122.028,Db Minor,Drive By,Train
2013,19,Wake Me Up,Avicii,https://www.youtube.com/watch?v=IcrbM1l_BoI,1,124.08,D Major,Wake Me Up,Avicii
2014,19,Let Her Go,Passenger,https://www.youtube.com/watch?v=DYiqFEFbzdY,0,,,,
2015,19,Where Are Ü Now,"Skrillex,Diplo,Jack Ü,Justin Bieber,",https://www.youtube.com/watch?v=nntGTK2Fhb0,0,,,,
2016,19,"Me, Myself & I","G-Eazy,Bebe Rexha,",https://www.youtube.com/watch?v=bSfpSOBD30U,1,111.995,C Minor,"Me, Myself & I","G-Eazy, Bebe Rexha"
2017,19,Black Beatles,"Rae Sremmurd,Gucci Mane,",https://www.youtube.com/watch?v=bPmR-kdTO4U,0,,,,
2018,19,Love Lies,"Khalid,Normani,",https://www.youtube.com/watch?v=xYtsL9znopI,0,,,,
2019,19,Shallow,"Lady Gaga,Bradley Cooper,",https://www.youtube.com/watch?v=JPJjwHAIny4,0,,,,
2020,19,Roses (Imanbek remix),Saint Jhn,https://www.youtube.com/watch?v=2zToEPpFEN8,1,121.975,Ab Major,Roses - Imanbek Remix,"SAINt JHN, Imanbek"
2021,19,Go Crazy,"Chris Brown,Young Thug,",https://www.youtube.com/watch?v=6CFYIOF89hc,1,94.148,C Minor,Go Crazy,"Chris Brown, Young Thug"
2022,19,Wasted on You,Morgan Wallen,https://www.youtube.com/watch?v=uKmg4UbnDLo,1,196,B Minor,Wasted On You,Morgan Wallen
1973,20,Half-Breed,Cher,https://www.youtube.com/watch?v=t9xTXZwnJUk,1,102.704,A Minor,Half-Breed,Cher
1974,20,Hooked on a Feeling,Blue Swede,https://www.youtube.com/watch?v=w5jkAkm4JmM,1,118.208,Ab Major,Hooked On A Feeling,"Blue Swede, Björn Skifs"
1975,20,At Seventeen,Janis Ian,https://www.youtube.com/watch?v=VMUz2TNMvL0,0,,,,
1976,20,Boogie Fever,The Sylvers,https://www.youtube.com/watch?v=YHKCHvpYq_8,0,,,,
1977,20,Got to Give It Up,Marvin Gaye,https://www.youtube.com/watch?v=qhFNY9zW2F4,1,122.644,D Major,Got To Give It Up - Pt. 1,Marvin Gaye
1978,20,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,https://www.youtube.com/watch?v=OTCv4xJ6mRo,1,123.166,Bb Minor,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",CHIC
1979,20,Good Times,Chic,https://www.youtube.com/watch?v=Er9xGRolrT4,1,110.596,D Major,Good Times,CHIC
1980,20,Babe,Styx,https://www.youtube.com/watch?v=yaVyQS1T7TY,0,,,,
1981,20,I Love You,Climax Blues Band,https://www.youtube.com/watch?v=gvDwr9-MlfE,0,,,,
1982,20,Don't Talk to Strangers,Rick Springfield,https://www.youtube.com/watch?v=-i-5bxWfo00,0,,,,
1983,20,I Know There's Something Going On,Frida,https://www.youtube.com/watch?v=p98PjtSfNWo,1,109.011,D Minor,I Know There's Something Going On,Frida
1984,20,Self Control,Laura Branigan,https://www.youtube.com/watch?v=RP0_8J7uxhs,1,106.679,Gb Minor,Self Control,Laura Branigan
1985,20,We Are the World,USA for Africa,https://www.youtube.com/watch?v=9AjkUyX0rVw,0,,,,
1986,20,Higher Love,Steve Winwood,https://www.youtube.com/watch?v=k9olaIio3l8,1,98.699,F Major,Higher Love,Steve Winwood
1987,20,At This Moment,Billy Vera and the Beaters,https://www.youtube.com/watch?v=O2ur063fMhs,0,,,,
1988,20,I'll Always Love You,Taylor Dayne,https://www.youtube.com/watch?v=0bGdnMnq40s,0,,,,
1989,20,Two Hearts,Phil Collins,https://www.youtube.com/watch?v=SidxJz94Svs,0,,,,
1990,20,Don't Know Much,"Linda Ronstadt,Aaron Neville,",https://www.youtube.com/watch?v=RvTvSSztu50,1,130.465,B Major,Don't Know Much (with Aaron Neville),"Linda Ronstadt, Aaron Neville"
1991,20,Good Vibrations,"Marky Mark and the Funky Bunch,Loleatta Holloway,",https://www.youtube.com/watch?v=_kctwd4w7R0,1,121.656,Db Major,Good Vibrations,"Marky Mark And The Funky Bunch, Loleatta Holloway"
1992,20,Finally,CeCe Peniston,https://www.youtube.com/watch?v=xk8mm1Qmt-Y,0,,,,
1993,20,I'm So Into You,SWV,https://www.youtube.com/watch?v=FL-pm-xRb40,1,99.01,G Major,I'm So Into You,SWV
1994,20,Fantastic Voyage,Coolio,https://www.youtube.com/watch?v=ibcDHmTCt-I,0,,,,
1995,20,You Gotta Be,Des'ree,https://www.youtube.com/watch?v=pO40TcKa_5U,0,,,,
1996,20,Hey Lover,LL Cool J,https://www.youtube.com/watch?v=Um99r6sgspY,1,88.079,F Minor,Hey Lover,"LL COOL J, Boyz II Men"
1997,20,Mo Money Mo Problems,"The Notorious B.I.G.,Puff Daddy,Mase,",https://www.youtube.com/watch?v=gUhRKVIjJtw,0,,,,
1998,20,Adia,Sarah McLachlan,https://www.youtube.com/watch?v=6lG0_lR5tjc,1,76.002,Eb Major,Adia,Sarah McLachlan
1999,20,Unpretty,TLC,https://www.youtube.com/watch?v=g2gy1Evb1Kg,1,88.684,G Major,Unpretty,TLC
2000,20,Back at One,Brian McKnight,https://www.youtube.com/watch?v=rXPfovXw2tw,1,129.747,B Major,Back At One,Brian McKnight
2001,20,Peaches & Cream,112,https://www.youtube.com/watch?v=tQ0yjYUFKAE,0,,,,
2002,20,My Sacrifice,Creed,https://www.youtube.com/watch?v=O-fyNgHdmLI,1,146.349,D Major,My Sacrifice,Creed
2003,20,Magic Stick,"Lil' Kim,50 Cent,",https://www.youtube.com/watch?v=8QF6j1iEYts,0,,,,
2004,20,Sunshine,Lil' Flip,https://www.youtube.com/watch?v=pV9L70wzOvo,1,93.961,C Major,Sunshine (feat. Lea),"Lil' Flip, Lea"
2005,20,Beverly Hills,Weezer,https://www.youtube.com/watch?v=HL_WvOly7mY,0,,,,
2006,20,I Write Sins Not Tragedies,Panic! at the Disco,https://www.youtube.com/watch?v=vc6vs-l5dkc,1,170.094,A Minor,I Write Sins Not Tragedies,Panic! At The Disco
2007,20,Crank That (Soulja Boy),Soulja Boy Tell 'Em,https://www.youtube.com/watch?v=8UFIYGkROII,1,140.2,C Major,Crank That (Soulja Boy),Soulja Boy Tell'em
2008,20,Closer,Ne-Yo,https://www.youtube.com/watch?v=z_aC5xPQ2f4,0,,,,
2009,20,Down,"Jay Sean,Lil Wayne,",https://www.youtube.com/watch?v=oUbpGmR1-QM,0,,,,
2010,20,Imma Be,The Black Eyed Peas,https://www.youtube.com/watch?v=kdAj-dBNCi4,0,,,,
2011,20,What's My Name?,"Rihanna,Drake,",https://www.youtube.com/watch?v=U0CGsw6h60k,0,,,,
2012,20,The Motto,"Drake,Lil Wayne,",https://www.youtube.com/watch?v=BYDKK95cpfM,1,201.8,Db Major,The Motto,"Drake, Lil Wayne"
2013,20,Suit & Tie,"Justin Timberlake,Jay-Z,",https://www.youtube.com/watch?v=IsUsVbTj2AY,1,101.985,B Minor,Suit & Tie (feat. JAY-Z),"Justin Timberlake, JAY-Z"
2014,20,Royals,Lorde,https://www.youtube.com/watch?v=nlcIKh6sBtc,1,84.876,G Major,Royals,Lorde
2015,20,Fight Song,Rachel Platten,https://www.youtube.com/watch?v=xo1VInw-SKc,0,,,,
2016,20,Ride,Twenty One Pilots,https://www.youtube.com/watch?v=Pw-0pbY9JeU,1,74.989,Gb Major,Ride,Twenty One Pilots
2017,20,Starboy,"The Weeknd,Daft Punk,",https://www.youtube.com/watch?v=34Na4j8AVgA,1,186.003,G Major,Starboy,"The Weeknd, Daft Punk"
2018,20,No Tears Left to Cry,Ariana Grande,https://www.youtube.com/watch?v=ffxKSjUwKdU,1,121.993,A Minor,no tears left to cry,Ariana Grande
2019,20,Better,Khalid,https://www.youtube.com/watch?v=7I8E0swNo_U,0,,,,
2020,20,Watermelon Sugar,Harry Styles,https://www.youtube.com/watch?v=E07s5ZYygMg,0,,,,
2021,20,Astronaut in the Ocean,Masked Wolf,https://www.youtube.com/watch?v=MEg-oqI9qmw,0,,,,
2022,20,Me Porto Bonito,"Bad Bunny,Chencho Corleone,",https://www.youtube.com/watch?v=saGYMhApaH8,1,92.005,Db Minor,Me Porto Bonito,"Bad Bunny, Chencho Corleone"
1973,21,That Lady,The Isley Brothers,https://www.youtube.com/watch?v=nHp4Nk7fS0k,0,,,,
1974,21,Billy Don't Be a Hero,Bo Donaldson and The Heywoods,https://www.youtube.com/watch?v=AjilwTUGE5g,0,,,,
1975,21,Pick Up the Pieces,Average White Band,https://www.youtube.com/watch?v=xpflST8xWm8,1,109.883,Bb Minor,Pick up the Pieces,Average White Band
1976,21,I'd Really Love to See You Tonight,England Dan & John Ford Coley,https://www.youtube.com/watch?v=P8RShs00yR0,1,119.172,F Major,I'd Really Love to See You Tonight,England Dan & John Ford Coley
1977,21,Gonna Fly Now,Bill Conti,https://www.youtube.com/watch?v=zHd3vzyM1fw,1,95.637,C Major,"Gonna Fly Now - Theme From ""Rocky""",Bill Conti
1978,21,Feels So Good,Chuck Mangione,https://www.youtube.com/watch?v=5Ekf_css6FQ,1,103.658,F Major,Feels So Good,Chuck Mangione
1979,21,You Don't Bring Me Flowers,"Neil Diamond,Barbra Streisand,",https://www.youtube.com/watch?v=6pzZxAAdwz0,1,67.006,C Major,You Don't Bring Me Flowers,"Neil Diamond, Barbra Streisand"
1980,21,With You I'm Born Again,"Billy Preston,Syreeta,",https://www.youtube.com/watch?v=PXN6YhtYFU8,1,81.274,Bb Major,With You I'm Born Again,"Billy Preston, Syreeta"
1981,21,Woman,John Lennon,https://www.youtube.com/watch?v=ZhfWiU8wGCc,1,79.704,Eb Major,Woman - Remastered 2010,John Lennon
1982,21,The Sweetest Thing (I've Ever Known),Juice Newton,https://www.youtube.com/watch?v=6dvPJZnSCq8,1,152.949,G Major,The Sweetest Thing (I've Ever Known),Juice Newton
1983,21,Jeopardy,The Greg Kihn Band,https://www.youtube.com/watch?v=E2NzR3Qe0JA,1,110.558,C Major,Jeopardy,The Greg Kihn Band
1984,21,Let's Go Crazy,"Prince,the Revolution,",https://www.youtube.com/watch?v=aXJhDltzYVQ,1,201.646,Ab Minor,Let's Go Crazy,"Prince, The Revolution"
1985,21,Shout,,https://www.youtube.com/watch?v=Ye7FKc1JQe4,0,,,,
1986,21,Stuck with You,Huey Lewis and the News,https://www.youtube.com/watch?v=J08ZwySCoJ8,0,,,,
1987,21,The Lady in Red,Chris de Burgh,https://www.youtube.com/watch?v=Z8cetxBK9Dg,0,,,,
1988,21,Man in the Mirror,Michael Jackson,https://www.youtube.com/watch?v=ul-g8rLpMvo,1,100.331,Ab Major,Man in the Mirror - 2012 Remaster,Michael Jackson
1989,21,Blame It on the Rain,Milli Vanilli,https://www.youtube.com/watch?v=BI5IA8assfk,0,,,,
1990,21,All Around the World,Lisa Stansfield,https://www.youtube.com/watch?v=JVuuatjHGnY,1,101.201,Db Major,All Around the World - Remastered,"Lisa Stansfield, Ian Devaney, Andy Morris"
1991,21,Justify My Love,Madonna,https://www.youtube.com/watch?v=Np_Y740aReI,1,99.633,Db Major,Justify My Love,Madonna
1992,21,This Used to Be My Playground,Madonna,https://www.youtube.com/watch?v=RhXDO2a3-sE,1,75.91,G Minor,This Used to Be My Playground,Madonna
1993,21,Love Is,"Vanessa Williams,Brian McKnight,",https://www.youtube.com/watch?v=Pz9gpxsgaj0,0,,,,
1994,21,"Baby, I Love Your Way",Big Mountain,https://www.youtube.com/watch?v=5dB4TThG9zw,1,147.518,Db Minor,"Baby, I Love Your Way",Big Mountain
1995,21,You Are Not Alone,Michael Jackson,https://www.youtube.com/watch?v=pAyKJAtDNCw,1,119.873,B Major,You Are Not Alone,Michael Jackson
1996,21,Loungin,LL Cool J,https://www.youtube.com/watch?v=QwqBr8HXhyw,1,99.947,G Major,Loungin (Who Do Ya Luv) - Remix,"LL COOL J, Total"
1997,21,The Freshmen,The Verve Pipe,https://www.youtube.com/watch?v=1umEXpGHc0E,0,,,,
1998,21,Crush,Jennifer Paige,https://www.youtube.com/watch?v=EIhSnaqou0I,0,,,,
1999,21,"Bills, Bills, Bills",Destiny's Child,https://www.youtube.com/watch?v=NiF6-0UTqtc,0,,,,
2000,21,Bye Bye Bye,'N Sync,https://www.youtube.com/watch?v=Eo-KmOd3i7s,0,,,,
2001,21,Drive,Incubus,https://www.youtube.com/watch?v=fgT9zGkiLig,1,90.565,E Minor,Drive,Incubus
2002,21,Without Me,Eminem,https://www.youtube.com/watch?v=YVkUvmDQ3HY,1,112.238,G Major,Without Me,Eminem
2003,21,P.I.M.P.,50 Cent,https://www.youtube.com/watch?v=UDApZhXTpH8,1,84.722,Bb Minor,P.I.M.P.,50 Cent
2004,21,Dirt Off Your Shoulder,Jay-Z,https://www.youtube.com/watch?v=Oz_-VaTHpc8,1,163.969,Db Major,Dirt Off Your Shoulder,JAY-Z
2005,21,Oh,"Ciara,Ludacris,",https://www.youtube.com/watch?v=Hr4wz4-27PY,1,128.29,G Major,Oh (feat. Ludacris),"Ciara, Ludacris"
2006,21,Move Along,The All-American Rejects,https://www.youtube.com/watch?v=XleOkGsYgO8,1,109.864,Eb Major,Move Along,The All-American Rejects
2007,21,Give It to Me,"Timbaland,Nelly Furtado,Justin Timberlake,",https://www.youtube.com/watch?v=RgoiSJ23cSc,1,110.623,Ab Major,Give It To Me,"Timbaland, Nelly Furtado, Justin Timberlake"
2008,21,Bubbly,Colbie Caillat,https://www.youtube.com/watch?v=AWGqoCNbsvM,1,127.866,A Major,Bubbly,Colbie Caillat
2009,21,The Climb,Miley Cyrus,https://www.youtube.com/watch?v=NG2zyeVRcbs,0,,,,
2010,21,Empire State of Mind,"Jay-Z,Alicia Keys,",https://www.youtube.com/watch?v=_W44NZvHc9I,1,173.585,B Major,Empire State Of Mind,"JAY-Z, Alicia Keys"
2011,21,Look at Me Now,"Chris Brown,Lil Wayne,Busta Rhymes,",https://www.youtube.com/watch?v=8gyLR4NfMiI,1,146.155,B Minor,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"Chris Brown, Lil Wayne, Busta Rhymes"
2012,21,Where Have You Been,Rihanna,https://www.youtube.com/watch?v=HBxt_v0WF6Y,1,127.96,C Minor,Where Have You Been,Rihanna
2013,21,Cups (Pitch Perfect's ,Anna Kendrick,https://www.youtube.com/watch?v=cmSbXsFE3l8,1,129.908,C Major,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,Anna Kendrick
2014,21,Let It Go,Idina Menzel,https://www.youtube.com/watch?v=gbeSPgiVXGU,1,136.961,Ab Major,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel
2015,21,679,Fetty Wap,https://www.youtube.com/watch?v=Pzz4Z-O7710,1,190.05,G Major,679 (feat. Remy Boyz),"Fetty Wap, Remy Boyz"
2016,21,Heathens,Twenty One Pilots,https://www.youtube.com/watch?v=UprcpdwuwCg,1,90.024,E Minor,Heathens,Twenty One Pilots
2017,21,Location,Khalid,https://www.youtube.com/watch?v=by3yRdlQvzs,0,,,,
2018,21,Mine,Bazzi,https://www.youtube.com/watch?v=Gc71AmT_b2k,0,,,,
2019,21,No Guidance,"Chris Brown,Drake,",https://www.youtube.com/watch?v=oOni4BMeMp0,1,92.928,Db Minor,No Guidance (feat. Drake),"Chris Brown, Drake"
